Employee #,Last Name,First Name,Date,Time-in,Time-out,"Hours 
Worked",Month,Week,
10011,Lopez,Josie ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10012,De Leon,Selena ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10013,Romualdez,Fredrick ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10014,Bautista,Mark ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10015,Lazaro,Darlene ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10016,Delos Santos,Kolby ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10017,Santos,Vella ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10018,Del Rosario,Tomas,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10019,Tolentino,Jacklyn ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10020,Gutierrez,Percival ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10021,Manalaysay,Garfield ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10022,Villegas,Lizeth ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10023,Ramos,Carol ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10024,Maceda,Emelia ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10025,Aguilar,Delia ,10-Mar-22,08:00:00,17:00:00,8,Mar,07-Mar-22,1
10001,Crisostomo,Jose,10-Apr-22,08:00:00,17:00:00,8,Apr,05-Sep-22,2
10002,Mata,Christian,10-Apr-22,08:00:00,17:00:00,8,Apr,05-Sep-22,2
10003,San Jose,Brad ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10004,Salcedo,Anthony,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10005,Romualdez,Alice,10-Apr-22,08:15:00,17:00:00,7.75,Apr,04-Apr-22,2
10006,Atienza,Rosie ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10007,Farala,Martha,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10008,Martinez,Leila,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10009,San Jose,Allison ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10010,Rosario,Cydney ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10011,Lopez,Josie ,10-Apr-22,10:30:00,17:00:00,5.5,Apr,04-Apr-22,2
10012,De Leon,Selena ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10013,Romualdez,Fredrick ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10014,Bautista,Mark ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10015,Lazaro,Darlene ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10016,Delos Santos,Kolby ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10017,Santos,Vella ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10018,Del Rosario,Tomas,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10019,Tolentino,Jacklyn ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10020,Gutierrez,Percival ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10021,Manalaysay,Garfield ,10-Apr-22,13:00:00,17:00:00,3,Apr,04-Apr-22,2
10022,Villegas,Lizeth ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10023,Ramos,Carol ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10024,Maceda,Emelia ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10025,Aguilar,Delia ,10-Apr-22,08:00:00,17:00:00,8,Apr,04-Apr-22,2
10001,Crisostomo,Jose,10-May-22,08:00:00,17:00:00,8,May,05-Sep-22,2
10002,Mata,Christian,10-May-22,08:00:00,17:00:00,8,May,05-Sep-22,2
10003,San Jose,Brad ,10-May-22,11:30:00,17:00:00,4.5,May,09-May-22,2
10004,Salcedo,Anthony,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10005,Romualdez,Alice,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10006,Atienza,Rosie ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10007,Farala,Martha,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10008,Martinez,Leila,10-May-22,08:10:00,17:00:00,7.83,May,09-May-22,2
10009,San Jose,Allison ,10-May-22,00:00:00,00:00:00,fixed,May,09-May-22,2
10010,Rosario,Cydney ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10011,Lopez,Josie ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10012,De Leon,Selena ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10013,Romualdez,Fredrick ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10014,Bautista,Mark ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10015,Lazaro,Darlene ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10016,Delos Santos,Kolby ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10017,Santos,Vella ,10-May-22,08:05:00,17:00:00,7.92,May,09-May-22,2
10018,Del Rosario,Tomas,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10019,Tolentino,Jacklyn ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10020,Gutierrez,Percival ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10021,Manalaysay,Garfield ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10022,Villegas,Lizeth ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10023,Ramos,Carol ,10-May-22,09:00:00,17:00:00,7,May,09-May-22,2
10024,Maceda,Emelia ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10025,Aguilar,Delia ,10-May-22,08:00:00,17:00:00,8,May,09-May-22,2
10001,Crisostomo,Jose,10-Jun-22,08:00:00,17:00:00,8,Jun,12-Sep-22,1
10002,Mata,Christian,10-Jun-22,08:00:00,17:00:00,8,Jun,12-Sep-22,1
10003,San Jose,Brad ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10004,Salcedo,Anthony,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10005,Romualdez,Alice,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10006,Atienza,Rosie ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10007,Farala,Martha,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10008,Martinez,Leila,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10009,San Jose,Allison ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10010,Rosario,Cydney ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10011,Lopez,Josie ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10012,De Leon,Selena ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10013,Romualdez,Fredrick ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10014,Bautista,Mark ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10015,Lazaro,Darlene ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10016,Delos Santos,Kolby ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10017,Santos,Vella ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10018,Del Rosario,Tomas,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10019,Tolentino,Jacklyn ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10020,Gutierrez,Percival ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10021,Manalaysay,Garfield ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10022,Villegas,Lizeth ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10023,Ramos,Carol ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10024,Maceda,Emelia ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10025,Aguilar,Delia ,10-Jun-22,08:00:00,17:00:00,8,Jun,06-Jun-22,1
10001,Crisostomo,Jose,10-Jul-22,08:00:00,17:00:00,8,Jul,12-Sep-22,2
10002,Mata,Christian,10-Jul-22,08:00:00,17:00:00,8,Jul,12-Sep-22,2
10003,San Jose,Brad ,10-Jul-22,08:00:00,17:00:00,8,Jul,04-Jul-22,2
10004,Salcedo,Anthony,10-Jul-22,08:00:00,17:00:00,8,Jul,04-Jul-22,2
10005,Romualdez,Alice,10-Jul-22,08:00:00,17:00:00,8,Jul,04-Jul-22,2
10006,Atienza,Rosie ,10-Jul-22,08:00:00,17:00:00,8,Jul,04-Jul-22,2
10007,Farala,Martha,10-Jul-22,08:00:00,17:00:00,8,Jul,04-Jul-22,2
10008,Martinez,Leila,10-Jul-22,08:00:00,17:00:00,8,Jul,04-Jul-22,2
10009,San Jose,Allison ,10-Jul-22,08:00:00,17:00:00,8,Jul,04-Jul-22,2
10010,Rosario,Cydney ,10-Jul-22,08:00:00,17:00:00,8,Jul,04-Jul-22,2
10011,Lopez,Josie ,10-Jul-22,08:00:00,17:00:00,8,Jul,04-Jul-22,2
10012,De Leon,Selena ,10-Jul-22,08:00:00,17:00:00,8,Jul,04-Jul-22,2
10013,Romualdez,Fredrick ,10-Jul-22,10:00:00,17:00:00,6,Jul,04-Jul-22,2
10014,Bautista,Mark ,10-Jul-22,00:00:00,00:00:00,fixed,Jul,04-Jul-22,2
10015,Lazaro,Darlene ,10-Jul-22,10:00:00,17:00:00,6,Jul,04-Jul-22,2
10016,Delos Santos,Kolby ,10-Jul-22,10:00:00,17:00:00,6,Jul,04-Jul-22,2
10017,Santos,Vella ,10-Jul-22,10:00:00,17:00:00,6,Jul,04-Jul-22,2
10018,Del Rosario,Tomas,10-Jul-22,10:00:00,17:00:00,6,Jul,04-Jul-22,2
10019,Tolentino,Jacklyn ,10-Jul-22,10:00:00,17:00:00,6,Jul,04-Jul-22,2
10020,Gutierrez,Percival ,10-Jul-22,10:00:00,17:00:00,6,Jul,04-Jul-22,2
10021,Manalaysay,Garfield ,10-Jul-22,10:00:00,17:00:00,6,Jul,04-Jul-22,2
10022,Villegas,Lizeth ,10-Jul-22,10:00:00,17:00:00,6,Jul,04-Jul-22,2
10023,Ramos,Carol ,10-Jul-22,10:00:00,17:00:00,6,Jul,04-Jul-22,2
10024,Maceda,Emelia ,10-Jul-22,10:00:00,17:00:00,6,Jul,04-Jul-22,2
10025,Aguilar,Delia ,10-Jul-22,10:00:00,17:00:00,6,Jul,04-Jul-22,2
10001,Crisostomo,Jose,10-Oct-22,08:00:00,17:00:00,8,Oct,12-Sep-22,2
10002,Mata,Christian,10-Oct-22,08:00:00,17:00:00,8,Oct,12-Sep-22,2
10003,San Jose,Brad ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10004,Salcedo,Anthony,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10005,Romualdez,Alice,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10006,Atienza,Rosie ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10007,Farala,Martha,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10008,Martinez,Leila,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10009,San Jose,Allison ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10010,Rosario,Cydney ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10011,Lopez,Josie ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10012,De Leon,Selena ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10013,Romualdez,Fredrick ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10014,Bautista,Mark ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10015,Lazaro,Darlene ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10016,Delos Santos,Kolby ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10017,Santos,Vella ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10018,Del Rosario,Tomas,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10019,Tolentino,Jacklyn ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10020,Gutierrez,Percival ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10021,Manalaysay,Garfield ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10022,Villegas,Lizeth ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10023,Ramos,Carol ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10024,Maceda,Emelia ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10025,Aguilar,Delia ,10-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10001,Crisostomo,Jose,10-Nov-22,08:00:00,17:00:00,8,Nov,12-Sep-22,2
10002,Mata,Christian,10-Nov-22,08:00:00,17:00:00,8,Nov,12-Sep-22,2
10003,San Jose,Brad ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10004,Salcedo,Anthony,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10005,Romualdez,Alice,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10006,Atienza,Rosie ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10007,Farala,Martha,10-Nov-22,08:27:00,17:00:00,7.55,Nov,07-Nov-22,2
10008,Martinez,Leila,10-Nov-22,08:01:00,17:00:00,7.98,Nov,07-Nov-22,2
10009,San Jose,Allison ,10-Nov-22,08:05:00,17:00:00,7.92,Nov,07-Nov-22,2
10010,Rosario,Cydney ,10-Nov-22,00:00:00,00:00:00,fixed,Nov,07-Nov-22,2
10011,Lopez,Josie ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10012,De Leon,Selena ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10013,Romualdez,Fredrick ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10014,Bautista,Mark ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10015,Lazaro,Darlene ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10016,Delos Santos,Kolby ,10-Nov-22,08:28:00,17:00:00,7.53,Nov,07-Nov-22,2
10017,Santos,Vella ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10018,Del Rosario,Tomas,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10019,Tolentino,Jacklyn ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10020,Gutierrez,Percival ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10021,Manalaysay,Garfield ,10-Nov-22,08:11:00,17:00:00,7.82,Nov,07-Nov-22,2
10022,Villegas,Lizeth ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10023,Ramos,Carol ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10024,Maceda,Emelia ,10-Nov-22,08:21:00,17:00:00,7.65,Nov,07-Nov-22,2
10025,Aguilar,Delia ,10-Nov-22,08:00:00,17:00:00,8,Nov,07-Nov-22,2
10001,Crisostomo,Jose,10-Dec-22,08:00:00,17:00:00,8,Dec,12-Sep-22,1
10002,Mata,Christian,10-Dec-22,08:00:00,17:00:00,8,Dec,12-Sep-22,1
10003,San Jose,Brad ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10004,Salcedo,Anthony,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10005,Romualdez,Alice,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10006,Atienza,Rosie ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10007,Farala,Martha,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10008,Martinez,Leila,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10009,San Jose,Allison ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10010,Rosario,Cydney ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10011,Lopez,Josie ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10012,De Leon,Selena ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10013,Romualdez,Fredrick ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10014,Bautista,Mark ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10015,Lazaro,Darlene ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10016,Delos Santos,Kolby ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10017,Santos,Vella ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10018,Del Rosario,Tomas,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10019,Tolentino,Jacklyn ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10020,Gutierrez,Percival ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10021,Manalaysay,Garfield ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10022,Villegas,Lizeth ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10023,Ramos,Carol ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10024,Maceda,Emelia ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10025,Aguilar,Delia ,10-Dec-22,08:00:00,17:00:00,8,Dec,05-Dec-22,1
10001,Crisostomo,Jose,13-Oct-22,08:00:00,17:00:00,8,Oct,19-Sep-22,2
10002,Mata,Christian,13-Oct-22,08:00:00,17:00:00,8,Oct,19-Sep-22,2
10003,San Jose,Brad ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10004,Salcedo,Anthony,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10005,Romualdez,Alice,13-Oct-22,08:15:00,17:00:00,7.75,Oct,10-Oct-22,2
10006,Atienza,Rosie ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10007,Farala,Martha,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10008,Martinez,Leila,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10009,San Jose,Allison ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10010,Rosario,Cydney ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10011,Lopez,Josie ,13-Oct-22,10:30:00,17:00:00,5.5,Oct,10-Oct-22,2
10012,De Leon,Selena ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10013,Romualdez,Fredrick ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10014,Bautista,Mark ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10015,Lazaro,Darlene ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10016,Delos Santos,Kolby ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10017,Santos,Vella ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10018,Del Rosario,Tomas,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10019,Tolentino,Jacklyn ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10020,Gutierrez,Percival ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10021,Manalaysay,Garfield ,13-Oct-22,13:00:00,17:00:00,3,Oct,10-Oct-22,2
10022,Villegas,Lizeth ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10023,Ramos,Carol ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10024,Maceda,Emelia ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10025,Aguilar,Delia ,13-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10001,Crisostomo,Jose,14-Oct-22,08:00:00,17:00:00,8,Oct,19-Sep-22,2
10002,Mata,Christian,14-Oct-22,08:00:00,17:00:00,8,Oct,19-Sep-22,2
10003,San Jose,Brad ,14-Oct-22,11:30:00,17:00:00,4.5,Oct,10-Oct-22,2
10004,Salcedo,Anthony,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10005,Romualdez,Alice,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10006,Atienza,Rosie ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10007,Farala,Martha,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10008,Martinez,Leila,14-Oct-22,08:10:00,17:00:00,7.83,Oct,10-Oct-22,2
10009,San Jose,Allison ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10010,Rosario,Cydney ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10011,Lopez,Josie ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10012,De Leon,Selena ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10013,Romualdez,Fredrick ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10014,Bautista,Mark ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10015,Lazaro,Darlene ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10016,Delos Santos,Kolby ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10017,Santos,Vella ,14-Oct-22,08:05:00,17:00:00,7.92,Oct,10-Oct-22,2
10018,Del Rosario,Tomas,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10019,Tolentino,Jacklyn ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10020,Gutierrez,Percival ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10021,Manalaysay,Garfield ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10022,Villegas,Lizeth ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10023,Ramos,Carol ,14-Oct-22,09:00:00,17:00:00,7,Oct,10-Oct-22,2
10024,Maceda,Emelia ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10025,Aguilar,Delia ,14-Oct-22,08:00:00,17:00:00,8,Oct,10-Oct-22,2
10001,Crisostomo,Jose,17-Oct-22,08:00:00,17:00:00,8,Oct,19-Sep-22,3
10002,Mata,Christian,17-Oct-22,08:00:00,17:00:00,8,Oct,19-Sep-22,3
10003,San Jose,Brad ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10004,Salcedo,Anthony,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10005,Romualdez,Alice,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10006,Atienza,Rosie ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10007,Farala,Martha,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10008,Martinez,Leila,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10009,San Jose,Allison ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10010,Rosario,Cydney ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10011,Lopez,Josie ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10012,De Leon,Selena ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10013,Romualdez,Fredrick ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10014,Bautista,Mark ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10015,Lazaro,Darlene ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10016,Delos Santos,Kolby ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10017,Santos,Vella ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10018,Del Rosario,Tomas,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10019,Tolentino,Jacklyn ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10020,Gutierrez,Percival ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10021,Manalaysay,Garfield ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10022,Villegas,Lizeth ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10023,Ramos,Carol ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10024,Maceda,Emelia ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10025,Aguilar,Delia ,17-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10001,Crisostomo,Jose,18-Oct-22,08:00:00,17:00:00,8,Oct,19-Sep-22,3
10002,Mata,Christian,18-Oct-22,08:00:00,17:00:00,8,Oct,19-Sep-22,3
10003,San Jose,Brad ,18-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10004,Salcedo,Anthony,18-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10005,Romualdez,Alice,18-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10006,Atienza,Rosie ,18-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10007,Farala,Martha,18-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10008,Martinez,Leila,18-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10009,San Jose,Allison ,18-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10010,Rosario,Cydney ,18-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10011,Lopez,Josie ,18-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10012,De Leon,Selena ,18-Oct-22,08:00:00,17:00:00,8,Oct,17-Oct-22,3
10013,Romualdez,Fredrick ,18-Oct-22,10:00:00,17:00:00,6,Oct,17-Oct-22,3
10014,Bautista,Mark ,18-Oct-22,10:00:00,17:00:00,6,Oct,17-Oct-22,3
10015,Lazaro,Darlene ,18-Oct-22,10:00:00,17:00:00,6,Oct,17-Oct-22,3
10016,Delos Santos,Kolby ,18-Oct-22,00:00:00,00:00:00,fixed,Oct,17-Oct-22,3
10017,Santos,Vella ,18-Oct-22,10:00:00,17:00:00,6,Oct,17-Oct-22,3
